unmet,Latitude,Longitude
0,51.162708,53.024665
,51.162708,53.024665
0,51.162708,53.024665
1,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
0,51.162708,53.024665
,51.162708,53.024665
0,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
1,51.162708,53.024665
0,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
1,51.162708,53.024665
0,51.162708,53.024665
0,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
0,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
0,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
0,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
0,51.162708,53.024665
,51.162708,53.024665
0,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
0,51.162708,53.024665
0,51.162708,53.024665
0,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
0,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
0,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
0,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
0,51.162708,53.024665
0,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
0,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
0,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
0,51.162708,53.024665
,51.162708,53.024665
0,51.162708,53.024665
0,51.162708,53.024665
0,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
0,51.162708,53.024665
1,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
0,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
,51.162708,53.024665
0,51.162708,53.024665
0,51.162708,53.024665
0,52.04048,76.926253
,51.09806,54.084072
0,50.949585,53.074813
,52.04048,76.926253
,52.04048,76.926253
,51.461269,52.966856
1,47.670646,51.584993
,47.670646,51.584993
,47.670646,51.584993
,47.670646,51.584993
,47.670646,51.584993
0,47.670646,51.584993
,47.670646,51.584993
,47.670646,51.584993
,47.670646,51.584993
,47.670646,51.584993
,47.670646,51.584993
,47.670646,51.584993
1,47.670646,51.584993
,47.670646,51.584993
0,47.670646,51.584993
,47.670646,51.584993
,47.670646,51.584993
,47.670646,51.584993
,47.670646,51.584993
0,47.670646,51.584993
,47.670646,51.584993
0,47.670646,51.584993
,47.670646,51.584993
,47.670646,51.584993
,47.670646,51.584993
,47.670646,51.584993
,47.670646,51.584993
,47.670646,51.584993
1,,
,,
,,
,,
0,,
1,,
0,,
1,,
,,
,,
,,
,,
,,
1,,
0,,
,,
,,
0,,
1,,
,,
,,
1,,
0,,
1,,
0,,
,,
0,,
,,
0,43.25474,76.798567
0,43.25474,76.798567
,43.25474,76.798567
,43.25474,76.798567
1,43.25474,76.798567
,43.25474,76.798567
,43.25474,76.798567
,43.25474,76.798567
,43.25474,76.798567
1,43.25474,76.798567
,43.25474,76.798567
,43.25474,76.798567
,43.25474,76.798567
,43.25474,76.798567
,43.25474,76.798567
0,43.25474,76.798567
1,43.25474,76.798567
0,43.25474,76.798567
1,43.25474,76.798567
,43.25474,76.798567
,43.25474,76.798567
0,43.25474,76.798567
0,43.25474,76.798567
,43.25474,76.798567
1,43.25474,76.798567
,43.25474,76.798567
,43.25474,76.798567
,43.25474,76.798567
0,44.391923,41.020569
1,,
0,,
1,,
,,
,,
0,,
0,,
1,,
0,44.391923,41.020569
0,,
,44.391923,41.020569
0,,
0,,
0,,
,44.391923,41.020569
0,,
0,,
,,
,,
,,
,,
,44.391923,41.020569
,,
,,
0,,
,,
0,,
0,,
,,
,,
0,,
,,
0,,
0,,
0,,
0,,
,,
0,,
,,
0,,
0,,
,,
0,,
0,,
,,
,,
,,
0,,
0,,
,,
0,,
,,
0,,
,,
0,,
,42.898372,71.397989
1,42.898372,71.397989
,42.898372,71.397989
,42.898372,71.397989
,42.898372,71.397989
,42.898372,71.397989
1,42.898372,71.397989
,42.898372,71.397989
,42.898372,71.397989
,42.898372,71.397989
,42.89345,71.351658
0,42.898372,71.397989
0,46.604027,49.270093
,42.884154,71.342355
,42.854295,71.373872
0,42.898372,71.397989
0,42.90749,71.39308
1,42.876591,71.339386
,42.898372,71.397989
0,42.898372,71.397989
0,42.898372,71.397989
1,42.891132,71.381392
,42.912136,71.383665
1,42.895924,71.342355
1,42.898372,71.397989
0,42.898372,71.397989
0,42.891132,71.381392
,42.886501,71.381927
0,42.918531,71.392828
0,42.898372,71.397989
,42.887044,71.349036
0,42.898372,71.397989
0,42.898372,71.397989
,42.884154,71.342355
,42.898372,71.397989
,42.884154,71.342355
,42.898372,71.397989
0,42.898372,71.397989
,42.884154,71.342355
,42.898372,71.397989
,42.923179,71.340301
,42.898372,71.397989
,42.912136,71.383665
,42.865894,71.359656
,42.847532,71.3697
0,42.898372,71.397989
,42.887758,71.326712
1,42.898372,71.397989
0,42.898372,71.397989
,42.854295,71.373872
0,42.884154,71.342355
0,42.918714,71.346758
0,42.898372,71.397989
,42.898372,71.397989
,42.898372,71.397989
,42.922504,71.340108
,42.898372,71.397989
0,42.924999,71.374977
0,42.876591,71.339386
1,42.898372,71.397989
0,42.898372,71.397989
,42.876591,71.339386
,42.854295,71.373872
,42.898372,71.397989
0,42.898372,71.397989
,42.898372,71.397989
,42.898372,71.397989
0,42.898372,71.397989
0,42.909603,71.382839
,42.898372,71.397989
0,42.884154,71.342355
,42.898372,71.397989
0,42.876591,71.339386
0,42.898372,71.397989
,42.912136,71.383665
,42.876591,71.339386
,42.898372,71.397989
,42.876591,71.339386
0,42.898372,71.397989
0,42.884154,71.342355
,42.901216,71.348153
0,42.888063,71.335216
1,42.898372,71.397989
,42.898372,71.397989
0,42.867725,71.351188
,42.898372,71.397989
0,42.898372,71.397989
,42.884154,71.342355
1,42.884154,71.342355
0,42.898372,71.397989
1,42.898372,71.397989
0,42.898372,71.397989
,42.876591,71.339386
0,42.347163,69.630393
,42.876591,71.339386
,42.898372,71.397989
,42.898372,71.397989
,42.884154,71.342355
,42.898372,71.397989
,42.898372,71.397989
,42.898372,71.397989
0,42.898372,71.397989
0,42.898372,71.397989
0,42.898372,71.397989
,42.898372,71.397989
1,42.898372,71.397989
0,42.901216,71.348153
,42.891132,71.381392
,42.901216,71.348153
,42.898372,71.397989
0,42.898372,71.397989
0,42.895924,71.342355
0,42.923179,71.340301
0,42.888063,71.335216
,42.876591,71.339386
0,42.898372,71.397989
0,42.898372,71.397989
1,46.604027,49.270093
0,42.847532,71.3697
,43.178017,70.455208
1,42.898372,71.397989
0,42.898372,71.397989
0,42.884154,71.342355
,42.854295,71.373872
,42.898372,71.397989
0,42.898372,71.397989
0,42.898372,71.397989
,42.884154,71.342355
0,42.898372,71.397989
,42.898372,71.397989
,42.898372,71.397989
0,42.898372,71.397989
0,42.888576,71.362654
0,42.898372,71.397989
,42.900161,71.366665
0,42.886862,71.330478
0,42.898372,71.397989
,42.898372,71.397989
0,42.898372,71.397989
,42.898372,71.397989
0,42.918714,71.346758
0,42.912136,71.383665
,42.898372,71.397989
0,42.891132,71.381392
1,42.901216,71.348153
,42.898372,71.397989
,42.884154,71.342355
,42.888063,71.335216
0,42.898372,71.397989
0,42.898372,71.397989
,42.876591,71.339386
,42.898372,71.397989
0,42.898372,71.397989
0,42.891986,71.380629
0,42.898372,71.397989
,42.898372,71.397989
0,42.884154,71.342355
0,42.854295,71.373872
,42.884154,71.342355
,42.898372,71.397989
,42.898372,71.397989
,42.884154,71.342355
,42.886501,71.381927
,42.854295,71.373872
,42.884154,71.342355
,42.898372,71.397989
0,42.898372,71.397989
,42.898372,71.397989
0,42.927788,71.389632
1,42.898372,71.397989
1,42.887044,71.349036
,42.887044,71.349036
,42.898372,71.397989
,42.867643,71.349203
0,42.898372,71.397989
0,42.884154,71.342355
,42.898372,71.397989
,42.918714,71.346758
,42.924999,71.374977
1,42.898372,71.397989
0,42.898372,71.397989
,42.898372,71.397989
0,42.898372,71.397989
,42.898372,71.397989
,42.898372,71.397989
1,42.898372,71.397989
0,42.884154,71.342355
,42.898372,71.397989
,42.922504,71.340108
,42.898372,71.397989
0,42.898372,71.397989
,42.898372,71.397989
0,42.898372,71.397989
,42.876591,71.339386
0,42.898372,71.397989
,42.898372,71.397989
,42.876591,71.339386
,42.876591,71.339386
0,42.876591,71.339386
,42.876591,71.339386
1,42.876591,71.339386
,42.876591,71.339386
,42.876591,71.339386
0,42.876591,71.339386
,42.876591,71.339386
0,42.876591,71.339386
,42.876591,71.339386
0,42.876591,71.339386
1,42.876591,71.339386
,42.876591,71.339386
0,42.876591,71.339386
,42.876591,71.339386
,42.876591,71.339386
0,42.876591,71.339386
0,42.876591,71.339386
0,42.876591,71.339386
,42.876591,71.339386
0,42.876591,71.339386
0,42.876591,71.339386
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
0,,
,,
,,
,,
0,,
,,
,,
,,
,,
,,
,,
,,
0,,
0,,
,,
,,
,,
,,
,,
0,,
,,
0,,
,,
,,
,,
,,
0,,
,,
,,
,42.924075,71.432905
,,
,,
0,42.924075,71.432905
,,
,42.924075,71.432905
1,,
0,42.924075,71.432905
,,
,,
,,
,,
,,
0,,
1,,
,,
,,
,,
,,
,,
0,,
0,,
,,
,,
0,,
,,
,,
,,
,,
,,
0,,
,,
,,
,,
1,,
,,
,,
,,
,42.839031,71.516012
0,42.839031,71.516012
,42.839031,71.516012
0,42.839031,71.516012
,42.839031,71.516012
,42.839031,71.516012
1,42.839031,71.516012
,42.839031,71.516012
0,42.839031,71.516012
,42.839031,71.516012
,42.839031,71.516012
,42.839031,71.516012
1,42.839031,71.516012
,42.839031,71.516012
,42.839031,71.516012
,42.839031,71.516012
,42.839031,71.516012
1,42.839031,71.516012
1,42.839031,71.516012
,42.839031,71.516012
,42.839031,71.516012
,42.839031,71.516012
1,42.839031,71.516012
,42.839031,71.516012
,42.839031,71.516012
,42.839031,71.516012
,42.839031,71.516012
,42.839031,71.516012
,42.839031,71.516012
,42.839031,71.516012
,42.839031,71.516012
,42.839031,71.516012
,42.839031,71.516012
,42.839031,71.516012
,42.839031,71.516012
,42.839031,71.516012
0,42.839031,71.516012
,44.800288,78.404555
,,
0,44.800288,78.404555
,44.800288,78.404555
0,42.594872,70.856589
,,
,44.800288,78.404555
,42.594872,70.856589
,42.594872,70.856589
,42.594872,70.856589
,44.800288,78.404555
0,42.594872,70.856589
,,
,43.255755,76.934217
0,43.255755,76.934217
,43.255755,76.934217
,43.255755,76.934217
,43.255755,76.934217
0,43.255755,76.934217
0,43.255755,76.934217
,43.255755,76.934217
0,43.255755,76.934217
,43.255755,76.934217
,43.255755,76.934217
,43.255755,76.934217
0,43.255755,76.934217
,43.255755,76.934217
,43.255755,76.934217
,43.255755,76.934217
,43.255755,76.934217
,43.255755,76.934217
,43.255755,76.934217
0,43.255755,76.934217
0,43.255755,76.934217
,43.255755,76.934217
,43.255755,76.934217
,43.255755,76.934217
,43.255755,76.934217
,43.255755,76.934217
0,53.02746,70.348444
,43.683687,78.221981
,43.256877,76.949963
0,43.683687,78.221981
,43.683687,78.221981
,43.250765,74.291287
,43.683687,78.221981
,43.683687,78.221981
,43.683687,78.221981
0,43.683687,78.221981
0,43.683687,78.221981
,43.683687,78.221981
0,43.683687,78.221981
,43.683687,78.221981
,,
,,
,,
1,,
,,
0,,
,,
1,,
1,,
,,
0,,
1,,
,,
0,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
0,42.898372,71.397989
1,42.898372,71.397989
,42.898372,71.397989
0,42.898372,71.397989
0,42.898372,71.397989
,42.898372,71.397989
0,42.898372,71.397989
0,42.898372,71.397989
,42.898372,71.397989
,42.898372,71.397989
,42.897979,71.432022
,42.898372,71.397989
0,42.898372,71.397989
,42.898372,71.397989
,42.898372,71.397989
1,42.898372,71.397989
0,42.898372,71.397989
0,42.898372,71.397989
1,,
,42.898372,71.397989
,42.898372,71.397989
,42.898372,71.397989
,42.898372,71.397989
,42.898372,71.397989
0,42.898372,71.397989
0,42.898372,71.397989
,42.898372,71.397989
,42.898372,71.397989
,42.898372,71.397989
1,42.898372,71.397989
0,42.898372,71.397989
,42.898372,71.397989
0,42.898372,71.397989
,42.898372,71.397989
0,42.898372,71.397989
0,42.898372,71.397989
,42.898372,71.397989
,42.898372,71.397989
0,42.898372,71.397989
,42.898372,71.397989
,43.218717,73.30602
0,43.218717,73.30602
0,43.218717,73.30602
,43.218717,73.30602
,43.218717,73.30602
0,43.218717,73.30602
0,43.218717,73.30602
0,43.218717,73.30602
,43.218717,73.30602
1,43.218717,73.30602
,43.218717,73.30602
,43.218717,73.30602
0,43.218717,73.30602
0,43.218717,73.30602
,43.218717,73.30602
0,43.218717,73.30602
,43.218717,73.30602
0,43.218717,73.30602
0,43.218717,73.30602
0,43.218717,73.30602
,43.218717,73.30602
0,43.218717,73.30602
,43.218717,73.30602
0,43.218717,73.30602
,43.218717,73.30602
0,43.218717,73.30602
,43.218717,73.30602
,43.218717,73.30602
,43.218717,73.30602
,43.218717,73.30602
,43.218717,73.30602
,43.218717,73.30602
0,43.218717,73.30602
0,43.218717,73.30602
1,43.218717,73.30602
,43.218717,73.30602
,43.218717,73.30602
,43.218717,73.30602
0,,
,,
0,,
1,,
0,,
,,
,,
1,,
,,
,,
0,,
,,
1,,
,,
,,
,,
,,
1,,
0,,
,,
,,
0,,
,,
0,,
0,,
,,
1,,
,,
,,
,,
0,,
,,
,,
,,
,,
,,
1,,
0,,
0,43.178017,70.455208
,43.178017,70.455208
,43.178017,70.455208
,43.178017,70.455208
,43.178017,70.455208
,43.178017,70.455208
,43.178017,70.455208
0,43.178017,70.455208
,43.178017,70.455208
,43.178017,70.455208
,43.178017,70.455208
,43.178017,70.455208
0,43.178017,70.455208
0,43.178017,70.455208
,43.178017,70.455208
,43.178017,70.455208
,43.178017,70.455208
,43.178017,70.455208
,43.178017,70.455208
,43.178017,70.455208
,43.178017,70.455208
,43.178017,70.455208
,43.178017,70.455208
,43.178017,70.455208
,43.178017,70.455208
,43.178017,70.455208
,43.178017,70.455208
,43.178017,70.455208
,43.178017,70.455208
,43.178017,70.455208
,43.178017,70.455208
,43.178017,70.455208
,43.178017,70.455208
0,43.178017,70.455208
,43.178017,70.455208
0,43.178017,70.455208
0,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
0,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,49.819366,57.334346
,43.605108,73.763114
1,43.605108,73.763114
,43.605108,73.763114
,43.605108,73.763114
,43.605108,73.763114
,43.605108,73.763114
,43.605108,73.763114
1,43.605108,73.763114
,43.605108,73.763114
0,43.605108,73.763114
,43.605108,73.763114
1,43.605108,73.763114
,43.605108,73.763114
,43.605108,73.763114
1,43.605108,73.763114
,43.605108,73.763114
,43.605108,73.763114
,43.605108,73.763114
0,43.605108,73.763114
,43.605108,73.763114
,43.605108,73.763114
,43.605108,73.763114
0,43.605108,73.763114
,43.605108,73.763114
,43.605108,73.763114
1,43.605108,73.763114
0,43.605108,73.763114
,43.605108,73.763114
1,43.605108,73.763114
1,43.605108,73.763114
,43.605108,73.763114
,43.605108,73.763114
,43.605108,73.763114
,43.605108,73.763114
,43.605108,73.763114
1,43.605108,73.763114
0,43.605108,73.763114
1,43.605108,73.763114
1,43.605108,73.763114
,43.605108,73.763114
,43.605108,73.763114
,43.605108,73.763114
0,43.605108,73.763114
1,43.605108,73.763114
,43.605108,73.763114
,43.605108,73.763114
,43.605108,73.763114
,43.605108,73.763114
,43.605108,73.763114
1,43.605108,73.763114
,43.605108,73.763114
,43.605108,73.763114
0,43.605108,73.763114
1,43.605108,73.763114
,43.688244,73.75367
,43.688244,73.75367
,43.688244,73.75367
,43.688244,73.75367
,43.688244,73.75367
,43.688244,73.75367
1,43.688244,73.75367
,43.688244,73.75367
,43.688244,73.75367
,43.688244,73.75367
,43.688244,73.75367
,43.688244,73.75367
1,43.688244,73.75367
,43.688244,73.75367
,43.688244,73.75367
,43.688244,73.75367
,43.688244,73.75367
,43.688244,73.75367
,43.688244,73.75367
0,43.688244,73.75367
,43.688244,73.75367
,43.688244,73.75367
,43.688244,73.75367
,43.688244,73.75367
1,43.688244,73.75367
1,43.688244,73.75367
,43.688244,73.75367
,43.688244,73.75367
,43.688244,73.75367
,43.688244,73.75367
,43.688244,73.75367
,43.688244,73.75367
,43.688244,73.75367
,43.688244,73.75367
0,49.886291,73.173398
0,49.886291,73.173398
,49.886291,73.173398
,49.880167,73.191303
,,
,49.886291,73.173398
,49.886291,73.173398
,49.880689,73.193059
,49.87966,73.188555
,49.88096,73.189082
,49.886291,73.173398
0,49.886291,73.173398
,49.886291,73.173398
,49.887352,73.199697
,49.887352,73.199697
,49.874611,73.197118
0,49.87966,73.188555
,49.886291,73.173398
1,49.886291,73.173398
0,49.886291,73.173398
0,49.880167,73.191303
0,55.019254,82.9685
,49.886291,73.173398
,49.886291,73.173398
,49.900004,73.081047
0,54.487314,53.509618
,49.887352,73.199697
,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
1,49.87966,73.188555
0,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
1,49.87966,73.188555
1,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
0,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
1,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
1,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
1,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
1,49.87966,73.188555
0,49.87966,73.188555
0,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
1,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
1,49.87966,73.188555
0,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
0,49.87966,73.188555
0,49.87966,73.188555
0,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
0,49.87966,73.188555
0,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.87966,73.188555
,49.796152,73.092547
,49.796152,73.092547
,49.814601,73.108787
,49.777998,73.142738
0,49.796152,73.092547
,49.777998,73.142738
,49.780105,73.154053
,49.790962,73.150163
1,49.821813,73.096305
,49.780105,73.154053
0,49.778811,73.073043
,49.805936,73.102432
,49.814601,73.108787
,49.796152,73.092547
,49.781226,73.147939
,49.782457,73.138392
,49.796152,73.092547
,49.796152,73.092547
1,49.796152,73.092547
,49.816914,73.112752
0,49.81008,73.095598
0,49.796152,73.092547
,49.796152,73.092547
0,,
,49.777998,73.142738
1,49.770213,73.133545
,49.783602,73.140072
,49.780105,73.154053
,49.777998,73.142738
,49.796152,73.092547
0,49.807785,73.065108
,49.796152,73.092547
0,49.796152,73.092547
,49.82037,73.086795
0,49.791624,73.165994
0,49.796152,73.092547
,49.807785,73.065108
,49.796152,73.092547
,49.770213,73.133545
0,49.796152,73.092547
,49.796152,73.092547
,49.796152,73.092547
,49.783602,73.140072
,49.791624,73.165994
1,49.778811,73.073043
,49.770213,73.133545
,49.778811,73.073043
,49.796152,73.092547
,49.796152,73.092547
,49.790962,73.150163
,49.796152,73.092547
,49.796152,73.092547
,49.777998,73.142738
0,49.814601,73.108787
,49.796152,73.092547
0,49.796152,73.092547
,49.796152,73.092547
0,49.816914,73.112752
,49.796152,73.092547
0,49.780105,73.154053
,49.796152,73.092547
0,49.796152,73.092547
,49.796152,73.092547
,49.790962,73.150163
0,49.796152,73.092547
,49.81008,73.095598
,49.783602,73.140072
,49.796152,73.092547
,49.821813,73.096305
,49.796152,73.092547
,49.82037,73.086795
,49.791624,73.165994
,49.783602,73.140072
,49.770213,73.133545
0,49.770213,73.133545
,49.796152,73.092547
,49.82037,73.086795
,49.812231,73.093573
,49.796152,73.092547
,49.780105,73.154053
0,49.783602,73.140072
,49.778811,73.073043
0,49.796152,73.092547
,49.814601,73.108787
,49.81008,73.095598
0,49.796152,73.092547
,49.796152,73.092547
,49.796152,73.092547
1,49.796152,73.092547
0,49.796152,73.092547
,49.796152,73.092547
,49.796152,73.092547
,49.796152,73.092547
,49.796152,73.092547
,49.796152,73.092547
0,49.796152,73.092547
,49.796152,73.092547
,49.796152,73.092547
,49.796152,73.092547
,49.796152,73.092547
1,49.796152,73.092547
0,49.796152,73.092547
,49.796152,73.092547
,49.796152,73.092547
1,49.796152,73.092547
,49.796152,73.092547
,49.796152,73.092547
,49.796152,73.092547
,49.796152,73.092547
,49.796152,73.092547
,49.796152,73.092547
,49.796152,73.092547
1,49.796152,73.092547
,49.796152,73.092547
,49.796152,73.092547
,49.796152,73.092547
0,49.796152,73.092547
,49.796152,73.092547
0,49.796152,73.092547
1,46.843513,74.980981
,46.851366,74.978965
0,46.840376,74.968294
,46.838657,74.989842
,46.838657,74.989842
1,46.843513,74.980981
1,46.843513,74.980981
,46.840376,74.968294
,46.843513,74.980981
,46.840376,74.968294
,46.836419,74.973054
0,46.843513,74.980981
,46.838657,74.989842
,46.843513,74.980981
,46.846322,74.978292
,46.843513,74.980981
,46.843513,74.980981
,46.843513,74.980981
,46.836419,74.973054
,46.840376,74.968294
,46.846322,74.978292
0,46.843513,74.980981
1,46.840376,74.968294
,46.843513,74.980981
1,46.843513,74.980981
,46.843513,74.980981
,46.843513,74.980981
0,46.843513,74.980981
,46.843513,74.980981
,46.843513,74.980981
,46.843513,74.980981
1,46.843513,74.980981
0,46.843513,74.980981
0,46.843513,74.980981
,46.843513,74.980981
,46.843513,74.980981
,46.843513,74.980981
,46.843513,74.980981
0,46.843513,74.980981
,46.843513,74.980981
0,46.843513,74.980981
0,46.843513,74.980981
0,46.843513,74.980981
0,46.843513,74.980981
0,46.843513,74.980981
,46.843513,74.980981
,46.843513,74.980981
0,46.843513,74.980981
1,46.843513,74.980981
0,46.843513,74.980981
1,46.843513,74.980981
,46.843513,74.980981
1,46.843513,74.980981
0,46.843513,74.980981
,46.843513,74.980981
,46.843513,74.980981
0,46.843513,74.980981
,46.843513,74.980981
,46.843513,74.980981
,46.843513,74.980981
,46.843513,74.980981
,46.843513,74.980981
,46.843513,74.980981
,46.843513,74.980981
1,46.843513,74.980981
,46.843513,74.980981
0,46.843513,74.980981
,46.843513,74.980981
0,46.843513,74.980981
0,46.843513,74.980981
,46.843513,74.980981
,46.843513,74.980981
,46.843513,74.980981
,46.843513,74.980981
,46.843513,74.980981
0,46.843513,74.980981
,46.843513,74.980981
,46.843513,74.980981
,46.843513,74.980981
0,46.843513,74.980981
,46.843513,74.980981
0,47.796366,67.702002
,47.796366,67.702002
0,47.796366,67.702002
,47.796366,67.702002
,47.803182,67.713748
0,47.805262,67.716455
,47.805262,67.716455
,47.796366,67.702002
,47.796366,67.702002
1,47.796366,67.702002
0,47.796366,67.702002
,47.803182,67.713748
,47.8031,67.674204
,47.796366,67.702002
0,47.805262,67.716455
,47.796366,67.702002
,47.796366,67.702002
,49.63244,72.877192
0,47.796366,67.702002
0,47.803285,67.675465
,47.796366,67.702002
0,47.796366,67.702002
